Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Low_High_Avg,RV,Sd,Rs,G,Rf,Sf,R*,Ss,P↑,P↓,Y_High,Y_Close,Y_Low,cos_θ1,sin_θ1,cos_θ2,sin_θ2,cos_θ3,sin_θ3,cos_θ4,sin_θ4,E_Low,E_High
2017-11-18 00:00:00,290.8330078125,304.7919921875,287.20098876953125,298.14599609375,61087000,0.0,0.0,295.9964904785156,2.519885728212261,1.0,6.957000732421875,0.0,6.957000732421875,0.0,-3.718994140625,2.0,0.5,0.5,0.0362574370785266,0.025577181971664236,0.012233439845652517,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,283.0142764584132,307.6968510358577
2017-11-19 00:00:00,298.2229919433594,302.593994140625,294.5060119628906,299.3330078125,53157100,0.0,0.0,298.5500030517578,2.2015013575546614,1.0,8.144012451171875,0.0,8.144012451171875,0.0,-3.718994140625,2.0,0.5,0.5,-0.006298034172770841,0.0034576006919549516,0.021855451706089202,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,291.1854167673768,307.6968510358577
2017-11-20 00:00:00,299.3190002441406,304.2640075683594,296.3590087890625,302.1659851074219,55245200,0.0,0.0,300.31150817871094,2.3096341500750888,1.0,10.97698974609375,0.0,10.97698974609375,0.0,-3.718994140625,2.0,0.5,0.5,0.005720001548569599,0.00978974670579886,0.006518529884870711,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,291.1854167673768,307.6968510358577
2017-11-21 00:00:00,301.8680114746094,307.82501220703125,281.8450012207031,290.6369934082031,82637904,0.0,0.0,294.8350067138672,3.323022283720865,1.0,-0.552001953125,12.6610107421875,-11.52899169921875,1.2060188657819717,10.97698974609375,0.0025288013327375547,0.0,1.0,0.017404946371712846,-0.058182943456045445,-0.07509672277226402,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,274.90059265433047,316.03560583135135
2017-11-22 00:00:00,290.8909912109375,321.27899169921875,290.8909912109375,319.73199462890625,139324992,0.0,0.0,306.0849914550781,6.163369315316212,1.0,28.542999267578125,5.468017578125,29.095001220703125,0.035320191091741705,-0.552001953125,2.0,0.5353201910917417,0.46467980890825833,0.07211208310312892,0.16073322152444802,0.05325757107403783,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,283.0142764584132,324.42873585478145
2017-11-23 00:00:00,319.4549865722656,320.5419921875,303.1619873046875,311.5509948730469,102568000,0.0,0.0,311.85198974609375,4.421240072771738,1.0,20.36199951171875,0.0,-8.180999755859375,0.0,-0.552001953125,2.0,0.5,0.5,-0.0016906984100136992,-0.019080737143411616,0.030413576636875904,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,299.4132025853281,324.42873585478145
2017-11-24 00:00:00,310.44000244140625,351.5,301.5589904785156,346.364013671875,153182000,0.0,0.0,326.5294952392578,7.34080296373971,1.0,55.175018310546875,0.0,34.813018798828125,0.0,-0.552001953125,2.0,0.5,0.5,0.13759493232495618,0.1580511771859669,-0.007917780756247939,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,299.4132025853281,358.5311956861219
2017-11-25 00:00:00,348.5929870605469,359.8599853515625,336.83599853515625,344.6990051269531,120059000,0.0,0.0,348.3479919433594,5.725821694661705,1.0,53.510009765625,0.0,-1.665008544921875,0.0,-0.552001953125,2.0,0.5,0.5,0.018421842554677992,-0.0037767287606200635,0.0866202148629985,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,332.87553384345176,367.1860289095003
2017-11-26 00:00:00,344.8330078125,346.7959899902344,333.7080078125,340.1440124511719,81416400,0.0,0.0,340.2519989013672,3.831579083384605,-1.0,-4.55499267578125,0.0,-6.220001220703125,0.0,53.510009765625,0.007246116388935822,0.9981884709027661,0.0018115290972339556,-0.025073510963724736,-0.009020774363648891,-0.006326817985868984,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,332.87553384345176,349.9274166825815
2017-11-27 00:00:00,340.1839904785156,347.5119934082031,332.85400390625,347.5119934082031,90891200,0.0,0.0,340.18299865722656,4.370133488830718,-1.0,2.81298828125,0.0,7.36798095703125,0.0,-4.55499267578125,0.38138225289581895,0.09534556322395474,0.9046544367760453,0.002302517153187008,0.023923085480610506,-0.002860613842857049,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,324.42873585478145,349.9274166825815
2017-11-28 00:00:00,347.656005859375,375.4150085449219,346.12200927734375,371.2430114746094,127136000,0.0,0.0,360.7685089111328,6.53025136168963,1.0,23.73101806640625,28.6190185546875,31.0989990234375,0.8468698099977557,-4.55499267578125,2.0,1.0,0.0,0.10797753035265734,0.09236601136113386,0.05466733572782565,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,341.3753151657461,375.8913116012196
2017-11-29 00:00:00,371.1730041503906,380.5750122070313,300.72601318359375,306.0679931640625,157702000,0.0,0.0,340.6505126953125,6.678180992823159,1.0,-41.444000244140625,32.12799072265625,-65.17501831054688,0.24299917981039204,23.73101806640625,2.0,0.2570008201896079,0.7429991798103921,0.016932949008022558,-0.23872158175458713,-0.17410608447428452,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,299.4132025853281,384.6464566592739
2017-11-30 00:00:00,309.4230041503906,330.77899169921875,267.6969909667969,308.4859924316406,93494200,0.0,0.0,299.2379913330078,3.990462064538208,-1.0,2.417999267578125,78.42501831054688,2.417999267578125,2.0,-41.444000244140625,0.0034039956370530886,1.0,0.0,-0.08300157265790521,0.004665235693839967,-0.06889719420973205,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,266.8452061251193,332.87553384345176
2017-12-01 00:00:00,306.19000244140625,338.11199951171875,292.6319885253906,335.98199462890625,78854200,0.0,0.0,315.3719940185547,3.6655901275810594,1.0,27.496002197265625,0.0,29.91400146484375,0.0,-41.444000244140625,0.4401652696995121,0.11004131742487802,0.889958682575122,0.01849255660552486,0.07196782212756705,0.07506481207845041,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,291.1854167673768,341.3753151657461
2017-12-02 00:00:00,335.3840026855469,342.7250061035156,320.1099853515625,329.302001953125,63555100,0.0,0.0,331.41749572753906,2.895661857009195,1.0,20.816009521484375,0.0,-6.67999267578125,0.0,-41.444000244140625,0.25227349302327595,0.5,0.5,0.010921857206624757,-0.01618543893915105,0.07228746745340142,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,316.03560583135135,349.9274166825815
2017-12-03 00:00:00,329.52899169921875,341.83599853515625,311.2699890136719,322.80999755859375,85387904,0.0,0.0,326.55299377441406,3.8136988667684255,-1.0,-6.49200439453125,0.0,-13.1719970703125,0.0,20.816009521484375,0.09726635797502796,0.975683410506243,0.02431658949375699,-0.0034895485443711197,-0.02675054015303996,-0.03762159677363135,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,307.6968510358577,349.9274166825815
2017-12-04 00:00:00,323.0820007324219,333.385986328125,316.0220031738281,330.510009765625,61649200,0.0,0.0,324.70399475097656,2.8191301763495216,-1.0,1.2080078125,0.0,7.70001220703125,0.0,-6.49200439453125,0.034624369655076793,0.008656092413769198,0.9913439075862308,-0.018070569923789786,0.017018706287756275,0.010938784595931774,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,307.6968510358577,341.3753151657461
2017-12-05 00:00:00,330.9630126953125,331.0450134277344,319.00299072265625,323.3919982910156,72757600,0.0,0.0,325.0240020751953,3.255447552016464,-1.0,-5.910003662109375,0.0,-7.118011474609375,0.0,1.2080078125,2.0,0.5,0.5,-0.008316247669852695,-0.025693716507399596,0.011080267833256045,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,316.03560583135135,332.87553384345176
2017-12-06 00:00:00,322.9150085449219,372.85198974609375,319.57501220703125,338.87200927734375,206504000,0.0,0.0,346.2135009765625,9.68204806296956,1.0,15.480010986328125,39.46600341796875,15.480010986328125,2.0,-5.910003662109375,2.0,1.0,0.0,0.33714734296980803,0.13268450571023846,0.005084853974318098,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,316.03560583135135,375.8913116012196
